customer_id,churn_probability,churn_prediction,risk_level,threshold,customer_value,customer_value_tier,retention_priority_score,segment,main_reason,recommended_action,priority
CUST_0294,0.0003278127378930573,0,Low,0.3292908351136531,234.24,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0295,6.334643897551799e-05,0,Low,0.3292908351136531,251.64,Medium,11,Low Engagement Customers,High failed call rate,No immediate action,P4
CUST_0296,2.3948671772652227e-05,0,Low,0.3292908351136531,756.18,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0297,7.293547418697008e-05,0,Low,0.3292908351136531,272.61,Medium,4,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0298,6.84350527982326e-05,0,Low,0.3292908351136531,310.72,Medium,12,Low Engagement Customers,High failed call rate,No immediate action,P4
CUST_0299,3.116663177162801e-05,0,Low,0.3292908351136531,1108.0,High,15,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0300,0.9999255534296201,1,High,0.3292908351136531,131.08,Low,72,Price-Sensitive / Low-Value Users,Complaint recorded; High failed call rate,Automated SMS/email campaign,P2
CUST_0301,0.0006421316391620089,0,Low,0.3292908351136531,187.695,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0302,0.8150371728615283,1,High,0.3292908351136531,0.0,Low,41,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_0303,4.739414347242264e-06,0,Low,0.3292908351136531,1648.935,High,23,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0304,0.0006886949425587356,0,Low,0.3292908351136531,219.67,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0305,0.0002793301530112532,0,Low,0.3292908351136531,119.955,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0306,0.0018056930122095963,0,Low,0.3292908351136531,237.915,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0307,1.751750895982878e-05,0,Low,0.3292908351136531,1165.16,High,16,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0308,1.6139698180384663e-05,0,Low,0.3292908351136531,874.64,High,12,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0309,3.579111581406864e-05,0,Low,0.3292908351136531,546.88,High,8,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0310,2.427709968329471e-05,0,Low,0.3292908351136531,173.12,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0311,0.003098743102197978,0,Low,0.3292908351136531,258.435,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0312,0.010377561920915167,0,Low,0.3292908351136531,80.88,Low,2,Low Engagement Customers,Low customer value; Inactive or higher-risk customer status,No immediate action,P4
CUST_0313,3.8773333696752254e-05,0,Low,0.3292908351136531,759.8,High,11,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0314,3.349056611065148e-05,0,Low,0.3292908351136531,1986.08,High,28,High-Value Loyal Customers,Low usage frequency,No immediate action,P4
CUST_0315,2.1789695967152365e-05,0,Low,0.3292908351136531,1300.365,High,18,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0316,1.5104412023105117e-05,0,Low,0.3292908351136531,936.64,High,13,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0317,0.004193499729345349,0,Low,0.3292908351136531,27.855,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0318,0.016361715011399342,0,Low,0.3292908351136531,20.43,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0319,0.3292908351136531,1,Low,0.3292908351136531,0.0,Low,16,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0320,1.867719867027021e-05,0,Low,0.3292908351136531,1991.925,High,28,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0321,6.206837887774423e-05,0,Low,0.3292908351136531,453.96,High,6,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0322,1.7877255096057344e-05,0,Low,0.3292908351136531,712.035,High,10,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0323,0.9996988466815654,1,High,0.3292908351136531,37.44,Low,71,Price-Sensitive / Low-Value Users,Complaint recorded; High failed call rate; Low usage duration,Automated SMS/email campaign,P2
CUST_0324,0.00020846658847875637,0,Low,0.3292908351136531,256.45,Medium,12,Stable Low-Risk Customers,High failed call rate,No immediate action,P4
CUST_0325,0.9997304661303094,1,High,0.3292908351136531,303.57,Medium,66,Price-Sensitive / Low-Value Users,Complaint recorded,Personalized retention offer,P2
CUST_0326,0.00022523542489323944,0,Low,0.3292908351136531,103.68,Low,1,Low Engagement Customers,Low usage frequency; Low customer value,No immediate action,P4
CUST_0327,0.9990276474703059,1,High,0.3292908351136531,124.245,Low,52,Low Engagement Customers,Inactive or higher-risk customer status,Automated SMS/email campaign,P3
CUST_0328,0.9999688670638333,1,High,0.3292908351136531,157.68,Medium,64,Price-Sensitive / Low-Value Users,Complaint recorded; Inactive or higher-risk customer status,Personalized retention offer,P2
CUST_0329,0.9959705625623256,1,High,0.3292908351136531,0.0,Low,50,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_0330,0.07282536438521658,0,Low,0.3292908351136531,0.0,Low,4,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0331,2.1617023828454563e-05,0,Low,0.3292908351136531,165.3,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0332,0.9997269622816733,1,High,0.3292908351136531,0.0,Low,62,Price-Sensitive / Low-Value Users,Complaint recorded; Low usage frequency; Low usage duration,Automated SMS/email campaign,P2
CUST_0333,0.9992474671144371,1,High,0.3292908351136531,0.0,Low,62,Price-Sensitive / Low-Value Users,Complaint recorded; Low usage frequency; Low usage duration,Automated SMS/email campaign,P2
CUST_0334,7.312683524364526e-05,0,Low,0.3292908351136531,721.935,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0335,1.0373769773109948e-05,0,Low,0.3292908351136531,1458.495,High,20,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0336,9.531148190177845e-05,0,Low,0.3292908351136531,158.85,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0337,0.0003576605478045703,0,Low,0.3292908351136531,149.56,Low,2,Low Engagement Customers,Inactive or higher-risk customer status,No immediate action,P4
CUST_0338,3.378967652837795e-05,0,Low,0.3292908351136531,835.335,High,12,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0339,1.1667195911367028e-05,0,Low,0.3292908351136531,849.645,High,12,High-Value Loyal Customers,Low usage frequency; Low usage duration,No immediate action,P4
CUST_0340,5.007453283597746e-05,0,Low,0.3292908351136531,70.925,Low,1,Low Engagement Customers,Low usage duration; Low customer value,No immediate action,P4
CUST_0341,0.0019804219059059783,0,Low,0.3292908351136531,20.475,Low,8,Price-Sensitive / Low-Value Users,High failed call rate; Low usage frequency; Low usage duration,No immediate action,P4
CUST_0342,0.0007736225238904841,0,Low,0.3292908351136531,15.0,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0343,0.005610673709416252,0,Low,0.3292908351136531,62.415,Low,9,Low Engagement Customers,High failed call rate; Low usage frequency; Low usage duration,No immediate action,P4
CUST_0344,2.1862036048353906e-05,0,Low,0.3292908351136531,120.64,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0345,0.01783637266558922,0,Low,0.3292908351136531,123.795,Low,3,Low Engagement Customers,Low usage frequency,No immediate action,P4
CUST_0346,2.8062068632753855e-05,0,Low,0.3292908351136531,729.52,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0347,7.936306812789515e-06,0,Low,0.3292908351136531,365.85,Medium,5,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0348,0.00743937545849516,0,Low,0.3292908351136531,169.12,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0349,2.6924708722826467e-05,0,Low,0.3292908351136531,966.4,High,13,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0350,0.9999289274070541,1,High,0.3292908351136531,55.665,Low,63,Price-Sensitive / Low-Value Users,Complaint recorded; Low usage frequency; Low usage duration,Automated SMS/email campaign,P2
CUST_0351,9.326569143359289e-05,0,Low,0.3292908351136531,249.16,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0352,0.0022931794487068536,0,Low,0.3292908351136531,103.995,Low,2,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0353,3.3253067133483236e-05,0,Low,0.3292908351136531,1588.04,High,22,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0354,3.778760932795588e-05,0,Low,0.3292908351136531,310.86,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0355,1.3901104625388024e-05,0,Low,0.3292908351136531,216.645,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0356,0.00010343847616972559,0,Low,0.3292908351136531,333.8,Medium,5,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0357,3.3515464846310214e-05,0,Low,0.3292908351136531,1287.48,High,18,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0358,7.127625759177336e-06,0,Low,0.3292908351136531,996.96,High,14,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0359,3.211015572939391e-05,0,Low,0.3292908351136531,609.2,High,8,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0360,0.00024461563988038897,0,Low,0.3292908351136531,243.44,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0361,1.788171976296877e-05,0,Low,0.3292908351136531,320.04,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0362,0.0003340541107228028,0,Low,0.3292908351136531,175.2,Medium,2,Low Engagement Customers,Inactive or higher-risk customer status,No immediate action,P4
CUST_0363,3.2062466621596755e-05,0,Low,0.3292908351136531,882.12,High,12,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0364,9.661471341572653e-06,0,Low,0.3292908351136531,2108.4,High,29,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0365,3.187518241119021e-05,0,Low,0.3292908351136531,1437.975,High,20,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0366,5.233720832072407e-06,0,Low,0.3292908351136531,1058.96,High,15,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0367,0.001941648027894609,0,Low,0.3292908351136531,97.965,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0368,0.0007899272734854761,0,Low,0.3292908351136531,132.48,Low,2,Low Engagement Customers,Low usage frequency; Low usage duration; Inactive or higher-risk customer status,No immediate action,P4
CUST_0369,0.9910384805492097,1,High,0.3292908351136531,57.96,Low,58,Price-Sensitive / Low-Value Users,High failed call rate; Low usage frequency; Low usage duration,Automated SMS/email campaign,P3
CUST_0370,1.4041912503244085e-05,0,Low,0.3292908351136531,2129.535,High,30,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0371,1.4335465854410522e-05,0,Low,0.3292908351136531,350.175,Medium,5,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0372,7.657459237801974e-05,0,Low,0.3292908351136531,849.645,High,12,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0373,0.9999773147143132,1,High,0.3292908351136531,175.05,Medium,72,Price-Sensitive / Low-Value Users,Complaint recorded; High failed call rate; Low usage duration,Personalized retention offer,P2
CUST_0374,8.262043332137473e-06,0,Low,0.3292908351136531,178.74,Medium,10,Stable Low-Risk Customers,High failed call rate,No immediate action,P4
CUST_0375,0.004477550219245927,0,Low,0.3292908351136531,441.18,Medium,6,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0376,0.0010297938023480409,0,Low,0.3292908351136531,166.0,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0377,0.9990094624347945,1,High,0.3292908351136531,208.76,Medium,73,Price-Sensitive / Low-Value Users,Complaint recorded; High failed call rate; Inactive or higher-risk customer status,Personalized retention offer,P2
CUST_0378,0.9993358219614535,1,High,0.3292908351136531,280.0,Medium,74,Price-Sensitive / Low-Value Users,Complaint recorded; High failed call rate; Inactive or higher-risk customer status,Personalized retention offer,P2
CUST_0379,0.9998073099021906,1,High,0.3292908351136531,56.92,Low,63,Price-Sensitive / Low-Value Users,Complaint recorded; Low usage frequency; Low usage duration,Automated SMS/email campaign,P2
CUST_0380,0.0006417175261729673,0,Low,0.3292908351136531,119.24,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0381,9.166094901882734e-06,0,Low,0.3292908351136531,143.55,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0382,0.9986957423212656,1,High,0.3292908351136531,70.575,Low,51,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_0383,0.0002558096748533659,0,Low,0.3292908351136531,30.45,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0384,0.00017533236519046798,0,Low,0.3292908351136531,792.045,High,23,Stable Low-Risk Customers,Complaint recorded,No immediate action,P4
CUST_0385,7.722411918926277e-06,0,Low,0.3292908351136531,1596.105,High,22,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0386,0.0009746036094172958,0,Low,0.3292908351136531,237.96,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0387,0.000415348387858109,0,Low,0.3292908351136531,271.88,Medium,4,Low Engagement Customers,Inactive or higher-risk customer status,No immediate action,P4
CUST_0388,6.271722539328772e-05,0,Low,0.3292908351136531,972.945,High,13,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0389,0.9988290533785048,1,High,0.3292908351136531,987.255,High,76,Price-Sensitive / Low-Value Users,Complaint recorded,Service recovery call,P2
CUST_0390,0.00044429913667130155,0,Low,0.3292908351136531,147.375,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0391,0.010133756401359818,0,Low,0.3292908351136531,135.585,Low,10,Price-Sensitive / Low-Value Users,High failed call rate; Low usage duration; Inactive or higher-risk customer status,No immediate action,P4
CUST_0392,0.0005344289159137234,0,Low,0.3292908351136531,105.575,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0393,0.0002466487430280069,0,Low,0.3292908351136531,200.025,Medium,11,Price-Sensitive / Low-Value Users,High failed call rate,No immediate action,P4
CUST_0394,0.00027398077531904665,0,Low,0.3292908351136531,214.96,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0395,1.2227543476714126e-05,0,Low,0.3292908351136531,261.405,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0396,3.234799943133676e-05,0,Low,0.3292908351136531,734.49,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0397,1.5221586056729327e-05,0,Low,0.3292908351136531,442.3,Medium,6,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0398,6.20235500497798e-05,0,Low,0.3292908351136531,291.44,Medium,12,Low Engagement Customers,High failed call rate,No immediate action,P4
CUST_0399,2.9956305275172693e-05,0,Low,0.3292908351136531,1088.72,High,15,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0400,0.9948857203182008,1,High,0.3292908351136531,111.8,Low,51,Low Engagement Customers,Low usage frequency; Low customer value,Automated SMS/email campaign,P3
CUST_0401,0.00014962400627087114,0,Low,0.3292908351136531,170.12,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0402,0.7375796028050958,1,High,0.3292908351136531,0.0,Low,37,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P4
CUST_0403,3.506100081171115e-05,0,Low,0.3292908351136531,1485.0,High,21,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0404,0.0005897301291359363,0,Low,0.3292908351136531,224.18,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0405,0.00022727909075232467,0,Low,0.3292908351136531,124.465,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0406,0.000496342862840512,0,Low,0.3292908351136531,230.76,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0407,2.0168230756402956e-05,0,Low,0.3292908351136531,1184.44,High,16,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0408,8.810162157958275e-06,0,Low,0.3292908351136531,893.92,High,12,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0409,5.062725162257112e-05,0,Low,0.3292908351136531,550.16,High,8,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0410,1.9959801773114545e-05,0,Low,0.3292908351136531,176.4,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0411,0.0026119269738651262,0,Low,0.3292908351136531,233.0,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0412,0.002464114950000141,0,Low,0.3292908351136531,84.16,Low,1,Low Engagement Customers,Low customer value; Inactive or higher-risk customer status,No immediate action,P4
CUST_0413,3.649281155649654e-05,0,Low,0.3292908351136531,779.08,High,11,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0414,1.0696689165191632e-05,0,Low,0.3292908351136531,2005.36,High,28,High-Value Loyal Customers,Low usage frequency,No immediate action,P4
CUST_0415,5.020695270080496e-05,0,Low,0.3292908351136531,1322.055,High,18,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0416,7.940817089532926e-06,0,Low,0.3292908351136531,955.92,High,13,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0417,0.002822666498679972,0,Low,0.3292908351136531,31.545,Low,1,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0418,0.0374831351083615,0,Low,0.3292908351136531,29.44,Low,2,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0419,0.9998037569360259,1,High,0.3292908351136531,0.0,Low,62,Price-Sensitive / Low-Value Users,Complaint recorded; Low usage frequency; Low usage duration,Automated SMS/email campaign,P2
CUST_0420,2.493477181423535e-05,0,Low,0.3292908351136531,2013.615,High,28,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0421,1.549823009707254e-05,0,Low,0.3292908351136531,285.775,Medium,4,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0422,8.646964115404716e-06,0,Low,0.3292908351136531,733.725,High,10,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0423,0.9998389168683062,1,High,0.3292908351136531,59.13,Low,71,Price-Sensitive / Low-Value Users,Complaint recorded; High failed call rate; Low usage duration,Automated SMS/email campaign,P2
CUST_0424,1.3702290720551428e-05,0,Low,0.3292908351136531,155.1,Medium,10,Stable Low-Risk Customers,High failed call rate,No immediate action,P4
CUST_0425,0.9998973895395882,1,High,0.3292908351136531,325.26,Medium,67,Price-Sensitive / Low-Value Users,Complaint recorded,Personalized retention offer,P2
CUST_0426,0.00022900802991779255,0,Low,0.3292908351136531,106.96,Low,1,Low Engagement Customers,Low usage frequency; Low customer value,No immediate action,P4
CUST_0427,0.9972364421090479,1,High,0.3292908351136531,113.72,Low,59,Low Engagement Customers,High failed call rate; Low customer value; Inactive or higher-risk customer status,Automated SMS/email campaign,P3
CUST_0428,0.9999628845571294,1,High,0.3292908351136531,176.96,Medium,72,Price-Sensitive / Low-Value Users,Complaint recorded; High failed call rate; Inactive or higher-risk customer status,Personalized retention offer,P2
CUST_0429,0.9912996212492978,1,High,0.3292908351136531,0.0,Low,50,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_0430,0.0022887300131934083,0,Low,0.3292908351136531,60.2,Low,1,Low Engagement Customers,Low usage frequency; Low customer value,No immediate action,P4
CUST_0431,0.0008836080025864854,0,Low,0.3292908351136531,104.91,Low,1,Low Engagement Customers,Low customer value,No immediate action,P4
CUST_0432,0.9933044718139328,1,High,0.3292908351136531,0.0,Low,50,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_0433,0.001234158771982295,0,Low,0.3292908351136531,0.0,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0434,0.00013109675071593018,0,Low,0.3292908351136531,725.625,High,10,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0435,9.635282195060137e-06,0,Low,0.3292908351136531,1480.185,High,21,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0436,5.2855746401533673e-05,0,Low,0.3292908351136531,162.54,Medium,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0437,0.0005268035031450051,0,Low,0.3292908351136531,168.84,Medium,2,Low Engagement Customers,Inactive or higher-risk customer status,No immediate action,P4
CUST_0438,9.185750647575441e-05,0,Low,0.3292908351136531,857.025,High,12,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0439,2.7704192472750843e-05,0,Low,0.3292908351136531,871.335,High,12,High-Value Loyal Customers,Low usage duration,No immediate action,P4
CUST_0440,8.173611349902952e-05,0,Low,0.3292908351136531,82.975,Low,1,Low Engagement Customers,Low usage duration; Low customer value,No immediate action,P4
CUST_0441,0.00025857993804412636,0,Low,0.3292908351136531,24.165,Low,8,Price-Sensitive / Low-Value Users,High failed call rate; Low usage frequency; Low usage duration,No immediate action,P4
CUST_0442,0.0007076993929281108,0,Low,0.3292908351136531,25.0,Low,0,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,No immediate action,P4
CUST_0443,0.000353215974554734,0,Low,0.3292908351136531,84.105,Low,9,Price-Sensitive / Low-Value Users,High failed call rate; Low usage frequency; Low usage duration,No immediate action,P4
CUST_0444,1.9327559509385176e-05,0,Low,0.3292908351136531,123.92,Low,2,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0445,0.00027463051302880395,0,Low,0.3292908351136531,145.485,Low,2,Low Engagement Customers,Low usage frequency,No immediate action,P4
CUST_0446,4.0038592103022034e-05,0,Low,0.3292908351136531,618.57,High,9,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0447,1.3349556245293621e-05,0,Low,0.3292908351136531,377.9,Medium,5,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0448,0.002084461723887488,0,Low,0.3292908351136531,188.4,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0449,1.1414491311861428e-05,0,Low,0.3292908351136531,985.68,High,14,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0450,0.999659346542286,1,High,0.3292908351136531,52.76,Low,51,Low Engagement Customers,Low usage frequency; Low usage duration; Low customer value,Automated SMS/email campaign,P3
CUST_0451,0.0011025938981517635,0,Low,0.3292908351136531,306.04,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0452,0.012449994078444321,0,Low,0.3292908351136531,149.32,Low,11,Price-Sensitive / Low-Value Users,High failed call rate; Low usage frequency; Low usage duration,No immediate action,P4
CUST_0453,8.821887611637923e-06,0,Low,0.3292908351136531,1644.92,High,31,High-Value Loyal Customers,High failed call rate,No immediate action,P4
CUST_0454,0.000123789830353849,0,Low,0.3292908351136531,389.07,Medium,5,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0455,0.001108676433097204,0,Low,0.3292908351136531,241.245,Medium,3,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0456,6.236121572615642e-05,0,Low,0.3292908351136531,390.68,Medium,5,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0457,0.00011505222721581247,0,Low,0.3292908351136531,1344.36,High,19,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0458,7.195088873796039e-06,0,Low,0.3292908351136531,1053.84,High,15,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0459,1.2416159667707935e-05,0,Low,0.3292908351136531,666.08,High,9,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0460,0.0006301887241465993,0,Low,0.3292908351136531,300.32,Medium,4,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0461,2.022270448506168e-05,0,Low,0.3292908351136531,376.92,Medium,5,Low Engagement Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0462,0.013576387177069691,0,Low,0.3292908351136531,232.08,Medium,12,Low Engagement Customers,High failed call rate; Inactive or higher-risk customer status,No immediate action,P4
CUST_0463,3.5997993136593527e-05,0,Low,0.3292908351136531,939.0,High,13,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0464,1.1853362814750875e-05,0,Low,0.3292908351136531,2165.28,High,38,High-Value Loyal Customers,High failed call rate,No immediate action,P4
CUST_0465,1.0018307995874982e-05,0,Low,0.3292908351136531,1501.965,High,21,Stable Low-Risk Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
CUST_0466,1.0787432585878893e-05,0,Low,0.3292908351136531,1115.84,High,15,High-Value Loyal Customers,Model detected elevated churn risk based on customer behavior,No immediate action,P4
